customer_id,num_offers_redeemed,avg_days_between_redemptions,avg_spend_per_offer,distinct_offer_types_used,referrals_count,num_accounts_same_device,fraud_flag,signup_day_index
128,6,12.002013283858489,75.95258110842184,3,0,3,0,361
129,3,10.59461498650535,48.04476571471902,5,0,2,0,34
130,7,17.304809209183063,60.90695608295084,5,0,3,0,188
131,5,10.717430860250678,64.34895040152678,3,0,1,0,115
132,5,18.62769199501576,70.55781318447006,3,2,2,0,66
133,7,12.132103724496256,18.147116447985937,4,1,3,0,16
134,4,8.672793566323348,50.93959948583493,5,0,1,0,164
135,9,4.376904382975321,80.8446880124049,3,1,3,0,268
136,4,16.76326717519196,67.89317060114108,4,1,1,0,73
137,5,15.818433432461273,60.790220021692555,2,2,1,0,83
138,2,15.182306793147921,49.61821592689083,5,1,3,0,52
139,6,17.13807871621821,57.36922962255847,5,0,2,0,74
140,3,19.18799989177848,60.83329001195524,3,1,2,0,243
141,6,3.4422619944312345,41.78712820572157,3,2,2,0,201
142,2,4.920589728235259,65.34933583124949,3,1,1,0,93
143,3,10.875438447034801,61.403321755001215,3,2,3,0,92
144,5,15.914278976905392,51.64201171689683,1,0,3,0,52
145,3,13.154772950435966,51.58845178168953,3,2,1,0,280
146,4,13.163517005321197,35.0849636125735,2,3,2,0,245
147,5,10.218334683214199,82.17415384430149,3,0,3,0,351
148,6,8.615148147697951,69.92294647181946,3,0,3,0,365
149,3,11.61080829719458,65.75191914197828,2,1,2,0,41
150,9,5.491023698888591,70.75877789251929,4,1,4,1,93
151,16,5.10124005942337,10.0,2,1,3,1,158
152,5,14.516202904841633,93.92154735968651,5,2,2,0,334
153,4,11.960244902003332,10.0,2,3,1,0,22
154,2,13.769179612151637,77.79766797906089,5,2,2,0,335
155,6,11.553181436048538,61.87164781082635,1,1,1,0,262
156,6,14.745391723970524,38.70170770927439,2,1,2,0,296
157,8,7.582567538462566,62.087473229457736,4,1,2,0,123
158,1,6.3429222297337455,69.72305564867028,1,0,1,0,320
159,6,10.652701851690425,49.91675971895791,3,2,1,0,170
160,6,7.52904608839117,84.0192332251722,4,1,3,1,112
161,5,10.55115905141169,29.805401781429683,2,1,1,0,14
162,2,20.135860793494153,38.73696576975805,2,0,3,0,108
163,6,7.924037678608848,34.688108529325184,4,2,2,0,232
164,4,11.22531095869922,31.365627292798273,3,1,2,0,187
165,3,4.654020025168605,63.324545411877594,3,2,1,0,123
166,5,17.91148569405422,92.08542037285314,1,0,2,0,54
167,6,11.518204945849826,77.00689083648528,4,2,3,0,350
168,3,2.583463246933171,53.88392229824904,5,0,2,0,1
169,4,10.737230964000181,87.78132183391978,4,0,3,0,279
170,8,1.7077653365791594,80.6093492838042,3,0,2,0,280
171,4,16.877370398475527,46.57733420058349,3,1,3,0,214
172,10,8.356190370834808,54.11696674220494,1,0,2,0,1
173,4,12.162193834401432,65.79092090814032,4,1,1,0,260
174,5,9.037904254677576,44.36276690695389,2,2,2,0,109
175,10,11.20014043153795,40.17922069708646,5,1,1,0,145
176,3,15.213462973317831,74.75871100613912,4,0,2,0,202
177,4,10.378661253539024,79.40012583680331,5,0,3,0,246
178,7,14.229008841618132,39.600677589023746,4,1,3,0,337
179,20,0.5,67.27909323641681,3,0,2,1,120
180,10,6.9077979716373505,66.9507683924735,5,2,1,0,210
181,4,12.208950326998545,37.93069600025255,4,0,3,0,355
182,2,9.125631252695303,66.46695541859276,2,1,2,0,115
183,3,16.69539112139673,70.35100479839058,3,0,3,0,148
184,5,15.34777996847104,71.29920743151793,2,0,3,0,77
185,40,8.726752829456622,54.11395367476239,1,1,3,1,200
186,4,12.394146250794117,65.76605738473741,1,2,2,0,253
187,3,9.026162540696035,63.41258006915126,1,2,3,0,355
188,8,14.449784524605217,61.36696113614519,3,0,2,0,289
189,6,7.78121635824316,77.35569888071157,2,0,1,0,252
190,8,10.838555859049645,40.46527843958667,4,0,1,0,83
191,3,13.63245872152985,42.64905354635316,3,2,3,0,108
192,3,9.178955281033215,38.31553725626442,4,1,1,0,313
193,5,21.55505869348781,79.38315997689281,3,2,2,0,313
194,11,14.883004950758961,59.27700135543896,5,0,3,0,25
195,7,8.322882133413437,47.163110036191114,1,0,2,0,52
196,4,15.83259810277859,84.9079801051061,1,1,3,0,186
197,3,18.531803532708878,54.86781222109567,5,3,2,0,322
198,8,5.967549880220458,16.02047092839973,2,2,3,0,326
199,8,17.119078336335942,46.6262747689633,1,1,1,0,291
200,3,6.951945991868075,61.453610874842866,1,1,2,0,72
201,3,11.96519810313171,66.95115566820786,2,2,2,0,264
202,6,12.700012597438775,45.985855138281735,2,1,3,0,302
203,2,9.364351157281872,51.012185314958074,5,2,2,0,231
204,7,9.351478553413482,49.642527266748644,1,3,2,0,190
205,5,8.57608180220118,72.11859039391729,5,0,2,0,362
206,5,9.838894380338138,86.1709043990532,3,0,3,0,356
207,6,8.023494645963682,44.73428507237719,2,0,3,0,345
208,1,16.45220826511577,87.57258415032106,2,1,3,0,226
209,10,6.118084220254675,62.980805410384335,1,0,1,0,64
210,2,19.191464775122107,56.222688170246755,4,1,1,0,286
211,5,11.465942630084182,53.446108238705555,5,0,2,0,86
212,4,3.620759894156155,39.91160798371068,2,2,2,0,37
213,5,15.091232413410474,42.19310593749192,2,2,3,0,275
214,4,10.446673324121505,39.195030482896605,1,0,1,0,336
215,20,2.4095715723535225,37.210312698155896,1,2,4,1,132
216,6,10.634825366119692,66.91582409031405,4,1,2,0,310
217,1,8.903177414063268,101.01432070057135,3,2,1,0,52
218,3,17.149742306894773,43.99328444523604,3,0,1,0,100
219,2,8.87735059542318,53.45431879534606,1,0,2,0,129
220,5,6.702359994358079,78.75236210742945,4,0,1,0,34
221,4,9.164554839065309,38.90855508650482,1,0,2,0,287
222,7,8.029958715931425,31.06339762153127,3,1,3,0,35
223,7,16.308910988175207,20.32172442893946,5,1,3,0,109
224,2,12.804715255322533,60.169210635523946,2,0,3,0,139
225,6,6.1336916131136245,46.342096918978804,2,0,3,0,123
226,7,7.775789492868828,32.667313343510855,4,1,1,0,274
227,2,10.218920071060946,45.53314545267098,3,2,1,0,326
228,7,4.629648395783549,76.26033982383848,4,0,2,0,246
229,5,7.5690206174244965,50.34950920749736,4,0,1,0,172
230,7,13.296830257013358,75.47671633334802,4,1,1,0,217
231,6,19.258307097502215,67.45575976230974,2,0,3,0,43
232,5,4.64917093224339,61.631752190459345,4,0,1,0,75
233,6,22.90650266317495,58.271925508384804,3,2,1,0,291
234,15,4.499866022823851,71.9438202662379,3,1,3,1,142
235,4,7.4622660208671405,64.29775841073467,5,1,3,0,95
236,7,18.109064430978165,62.30239537915317,3,0,1,0,350
237,1,13.67357933939205,19.603644790551314,2,0,1,0,213
238,8,15.38372264696582,52.17617317730531,3,2,1,0,49
239,4,15.30140938791921,27.415944759223798,1,1,2,0,323
240,5,16.30132183725737,36.77974558134896,4,0,2,0,213
241,3,6.99625759941644,78.52585785140053,5,1,1,0,87
242,7,15.228209136479645,55.22895808307972,1,0,3,0,10
243,2,12.213633094432955,91.39360095710707,3,1,1,0,188
244,5,14.32357605838088,72.80530424415127,3,0,1,0,32
245,10,9.298441651540992,44.59119728541051,4,1,2,0,226
246,7,9.412469289443024,50.09130715611532,4,1,3,0,57
247,7,9.682555557579018,71.19405692533749,2,1,3,0,75
248,10,14.924885479388399,69.18417149005859,5,0,3,0,219
249,1,11.66331913298396,77.54930971056888,2,2,3,0,29
250,5,9.843304096004974,14.620431348237297,3,0,3,0,67
251,15,5.3255783258633915,26.845570937772727,5,2,2,1,280
252,8,17.002971654998813,46.18466275946796,5,1,1,0,155
253,7,13.976369003039347,71.62373227563519,2,3,3,0,208
254,3,13.833441014390214,74.17152266746126,3,0,2,0,271
255,1,13.065483748557362,10.0,3,1,1,0,339
256,5,16.287197428146044,40.70456658707308,2,1,2,0,28
257,3,7.768965657354783,69.49541874961444,5,0,1,0,108
258,6,15.543984003415105,37.87640916981921,5,1,2,0,326
259,3,12.305587336942013,63.99599061014045,1,2,3,0,119
260,12,2.7560983986100243,67.73616417054129,2,1,2,1,1
261,5,11.923099759384888,48.66069763177747,3,2,3,0,358
262,8,10.901517526869577,60.15412234102791,1,1,2,0,284
263,7,13.365215135173358,56.02774712547598,2,0,3,0,2
264,5,15.602374346914726,68.9040992468687,5,0,1,0,305
265,4,7.481369928271013,54.283439879140275,4,2,3,0,325
266,6,18.870155249287496,22.387006294076222,2,3,1,0,116
267,8,5.277243014933019,70.21038201068865,5,0,2,0,318
268,4,9.03812653732254,58.43572235079107,4,0,2,0,135
269,3,19.883933396566583,70.06884896773634,3,1,1,0,136
270,2,6.060113781022199,42.165022671711895,4,2,3,0,177
271,3,9.632981045093722,53.7373715314839,3,0,3,0,112
272,9,8.887124996188145,48.96159006350926,4,0,3,0,92
273,5,2.3213304433045217,77.19904032087305,5,2,1,0,126
274,4,11.559320853142928,72.56579114247657,1,1,1,0,192
275,7,13.775814921391856,89.25971158191719,3,1,1,0,151
276,8,13.763667385018993,56.85752486911393,2,2,1,0,86
277,4,9.620239194140046,34.124822640204705,4,1,2,0,153
278,4,4.067839971777175,38.30300242716406,2,2,1,0,161
279,8,9.18850488534213,77.45788727336522,3,0,1,0,97
280,5,8.362489741009576,85.65468034615407,3,1,1,0,365
281,5,12.98812204283163,32.7294590445417,4,0,1,0,142
282,6,9.68549665134473,49.17176664840428,2,1,3,0,129
283,7,13.556038382189282,36.930068340142995,1,2,2,0,252
284,2,4.214332989411618,99.1653682819775,1,1,1,0,55
285,1,14.430221194100492,66.93532143402666,1,2,1,0,359
286,7,13.93921742047302,41.67731126927836,1,4,1,0,152
287,5,7.478889266649716,40.58811420785322,1,1,2,0,140
288,4,8.995098250640812,88.263165035021,4,0,2,0,13
289,4,10.573082270364974,72.08864323553078,1,1,2,0,279
290,3,16.188799200727637,59.89164699704033,3,0,1,0,196
291,8,10.6871746084251,50.637484911972294,3,2,3,0,230
292,7,13.206975609516656,51.15575845500545,4,1,3,0,96
293,1,11.856156018687372,31.482892143714043,1,0,3,0,363
294,2,15.51128870486031,45.08416698318743,4,4,2,0,187
295,4,12.541720313561443,50.09706895285013,4,1,3,0,251
296,6,6.904337923035977,56.50932596615598,5,1,2,0,193
297,4,10.835055348314327,57.61672697578693,3,2,3,0,309
298,6,15.89472244846886,78.40997516081401,2,1,3,0,140
299,32,6.594515569479824,44.64320122356076,4,2,2,1,7
300,7,6.999816249418223,87.31424784522117,4,2,1,0,359
301,5,19.00493476084881,56.85334741854685,4,0,3,0,51
302,2,9.473355364026379,66.45300387366353,1,0,1,0,50
303,1,15.618168611915044,80.23937823363583,2,0,1,0,63
304,7,17.569927073366614,70.15676646955981,1,1,1,0,106
305,20,4.0402060823462325,74.3022982353087,1,2,3,1,128
306,1,8.405935050710227,47.568727356412865,2,1,3,0,300
307,6,16.310212754852778,56.26790845333154,5,3,1,0,137
308,5,12.91278150157974,74.16603568006553,3,0,1,0,233
309,8,6.679564359466298,74.62091592806509,3,0,1,0,214
310,5,11.634143332996494,63.112744640998635,3,3,2,0,50
311,4,7.983017812173612,74.00981329624778,1,1,1,0,119
312,10,13.548893484501402,43.29869450049253,1,0,2,0,204
313,7,15.140221712399672,73.08974380424507,1,0,3,0,327
314,4,16.489956766337002,78.22279397823586,5,0,1,0,165
315,8,11.682557133737568,59.86017470309296,1,2,1,0,347
316,5,8.31840982907991,63.34408462087702,2,1,2,0,157
317,5,7.174844831671656,19.156181727565375,1,0,3,0,290
318,5,14.699493427883384,87.53159242860593,1,0,2,0,100
319,2,15.882993782401732,66.7937220314728,4,0,2,0,95
320,3,14.178922205009062,71.53814823192033,2,0,1,0,61
321,4,8.571770252359379,66.56284055445552,4,0,1,0,221
322,9,9.43142404512797,69.11365064793493,4,2,1,0,199
323,0,9.702071488068848,67.68598470643481,1,1,1,0,57
324,5,5.9822213194363645,89.44174896889747,5,1,2,0,18
325,5,14.007909006113696,109.49246920760466,2,0,3,0,12
326,5,11.422059123965651,81.70301720404655,1,0,3,0,32
327,5,17.718718512851495,84.91861795889321,3,0,3,0,10
328,4,8.103496776234888,50.994445365485966,3,1,1,0,313
329,9,11.409523243710952,55.597973838362016,5,0,1,0,99
330,6,7.00928742183423,67.28698987597097,2,0,2,0,139
331,2,10.470285588167915,70.71342641096948,2,3,3,0,220
332,6,15.1551373364174,67.48363388486318,4,1,1,0,80
333,6,12.222549947608318,40.71241083880062,3,0,1,0,307
334,6,8.131693666166907,51.597534304271335,3,3,3,0,169
335,5,6.002631113136005,52.64282957823149,3,0,2,0,165
336,10,2.664800436959588,69.2438412803099,2,2,5,1,95
337,5,12.82242945163494,53.58156918091044,1,1,1,0,283
338,3,15.280564545434267,55.93320109920034,3,1,1,0,160
339,3,9.013381440330775,54.70898300351919,3,1,1,0,112
340,3,8.911547997680417,72.52928371247165,5,1,1,0,32
341,6,20.49342515512184,84.030828228049,4,2,2,0,259
342,6,11.903612190765287,44.02906448744831,5,0,1,0,256
343,4,15.814641890585797,75.23566254880868,1,2,2,0,77
344,5,6.937484749418414,41.89093888667209,5,1,3,0,230
345,5,13.287301267612234,73.02432118919589,5,0,1,0,338
346,7,14.953107719038071,34.673982128780565,3,1,1,0,5
347,5,12.231147690204837,87.63144160635844,3,0,1,0,201
348,3,5.037727911448161,54.52982118677253,4,1,3,0,261
349,4,8.36851712599514,64.31248513168994,4,2,3,0,167
350,7,13.46964373205392,62.28031372892687,5,1,2,0,303
351,5,5.607420610518129,87.17802711484855,2,2,2,0,309
352,7,22.131758835555353,46.815968790043144,2,1,1,0,335
353,8,16.558924255144184,58.91046602815057,4,0,3,0,242
354,7,5.9718043327227806,63.12064219407568,1,0,1,0,307
355,15,3.262514886664236,79.48491680482675,4,0,3,1,342
356,8,12.30338143977874,44.79190531735142,5,1,1,0,223
357,4,16.355807863447115,17.2955824110948,2,0,1,0,341
358,6,2.012241918199104,37.04472333976695,5,1,2,0,69
359,8,12.67897774208475,74.48585940959829,1,1,2,0,160
360,6,7.191545122752464,61.51708342653661,3,1,1,0,267
361,3,13.755313656948541,58.604727850321815,4,1,1,0,336
362,8,7.649360562343772,43.07862828860325,3,1,3,0,282
363,4,17.47655779843327,61.39079675407016,2,0,3,0,315
364,7,13.236568086331292,70.18249408717475,1,2,1,0,96
365,2,4.791005378235316,57.63299513398086,5,2,3,0,223
366,10,1.792923883092783,85.93499383347988,4,1,3,0,80
367,6,13.993215692836085,76.88082825745809,2,2,2,0,122
368,4,9.220486798672649,57.36056096283769,1,3,2,0,259
369,5,14.294766324242202,73.80950471358493,5,1,1,0,212
370,6,9.36090445329505,61.37780474233775,5,2,2,0,272
371,16,5.6046824253437135,66.14433175707723,2,3,4,1,265
372,5,16.03694644252926,55.370835468033114,5,0,2,0,245
373,6,13.727873687717123,63.58053419440364,3,2,1,0,177
374,3,8.403066335518758,30.249302754255773,3,2,2,0,31
375,7,9.655618716960706,44.04648324663115,1,0,2,0,277
376,7,10.96389414476001,83.62537988067928,3,2,2,0,75
377,8,7.801015777283335,53.56902355991005,2,1,3,0,91
378,4,14.645691065021582,38.92735499939501,1,0,2,0,125
379,7,10.6968385239941,93.15070316865256,4,1,3,0,66
380,3,11.272686599219657,54.05611732710019,5,1,2,0,294
381,4,9.918972288155977,70.7002049451063,3,3,1,0,317
382,4,11.927834805097323,49.76826513301522,4,0,3,0,329
383,0,12.70191398883969,78.47997788228616,5,1,1,0,214
384,1,9.808570551440807,60.09970498948632,2,0,1,0,359
385,1,11.05356084514353,26.491787424454188,4,2,3,0,29
386,7,10.13726173228232,101.4780628472283,1,0,2,0,167
387,5,10.14743148238305,48.31702382143948,2,1,1,0,8
388,5,12.082328206795486,53.67406553464176,3,2,1,0,60
389,8,1.7687050949472738,35.801884502644015,4,3,1,0,354
390,3,17.610311895530717,24.058170772152295,2,1,1,0,184
391,5,15.051750831277115,81.92390411609212,2,0,1,0,194
392,3,12.641919522140395,64.16037640951502,4,1,3,0,88
393,5,15.349283273834482,21.29660633731706,3,0,3,0,218
394,1,6.573094553388957,52.45898885161173,2,0,1,0,98
395,7,5.013753050701508,67.56076000320554,4,0,3,0,167
396,2,4.443363821340505,72.06456247850893,2,1,3,0,313
397,4,13.731063692965524,42.29876375896639,1,2,2,0,301
398,6,12.564847373678944,49.74397402642527,4,3,2,0,259
399,7,13.438516998497308,46.469670292819906,4,1,2,0,325
400,9,15.742960425448906,52.487378578010876,2,0,3,0,322
401,4,2.5039232112548113,64.50033431307718,4,0,3,0,183
402,1,7.194746004123863,76.24952321369273,1,1,3,0,46
403,16,3.129097871729554,64.68806093590119,3,0,4,1,94
404,6,14.662345837594913,65.31952905329085,1,1,3,0,277
405,3,12.59526243072811,56.1473221143769,4,2,3,0,92
406,4,22.534324110579142,36.561381374575454,4,0,3,0,312
407,2,7.627484992968182,57.08924258887157,2,0,3,0,69
408,6,14.089234221433188,51.49849528461843,5,1,2,0,84
409,8,15.801001016387195,46.25185510615308,5,0,1,0,336
410,7,17.858855215557465,60.33883561230583,3,1,2,0,47
411,2,11.179551345975232,28.745209902510588,2,0,1,0,157
412,6,6.790939187285692,50.70594677815576,1,1,3,0,32
413,9,14.624258164278546,46.226104904775404,2,0,3,0,133
414,3,13.167177084289044,43.20467227823792,2,0,3,0,69
415,8,14.302184449511596,71.58990438598069,1,1,1,0,336
416,7,17.402143342911508,62.480490753078385,2,0,3,0,311
417,6,11.049629195391352,69.38028092881211,4,0,2,0,319
418,10,7.8456650018369425,68.5611230491198,3,1,1,0,223
419,5,14.266572735139029,40.27832786792619,5,0,1,0,308
420,25,3.308079102816093,81.87146022903389,1,0,4,1,325
421,5,10.730608086562274,50.468521992326494,5,1,2,0,221
422,5,7.955252198462168,82.58663569258499,4,0,2,0,30
423,4,13.368144962723507,52.35881981794133,5,1,2,0,166
424,10,15.42591504818692,34.53922723609806,4,2,1,0,77
425,3,5.634781095284124,39.00839991817814,5,1,2,0,225
426,2,12.175570061355776,78.97381366495054,3,0,2,0,52
427,6,14.359864536774568,70.8864280660705,4,1,1,0,295
428,4,19.201076342426074,45.06361949257288,1,0,2,0,308
429,4,12.267201272444499,64.36749808971398,1,2,2,0,267
430,8,18.219373476847913,79.43572097371697,2,2,2,0,99
431,20,3.8384063024915815,92.58608450799204,2,2,4,1,20
432,4,15.435215372173515,63.04996022285431,3,0,1,0,307
433,7,8.777363158764883,66.4453586517775,5,0,3,0,321
434,4,21.90830465109031,56.745258877833436,5,1,3,0,46
435,6,6.124999731364974,60.25705799083858,4,1,5,1,18
436,2,12.814172687716477,71.49964411541852,3,3,3,0,308
437,3,12.078824621819102,38.30783202688264,4,1,3,0,110
438,3,16.95994287244924,73.00032893602356,1,0,1,0,358
439,8,19.834464799914816,52.24965881563621,1,0,1,0,31
440,6,14.6384955077516,45.2351484492254,5,2,1,0,89
441,0,10.46491935831673,45.3080806845289,2,1,2,0,243
442,8,18.79352027050299,98.05106037809921,2,2,2,0,257
443,5,6.953259731899326,85.94780815810948,1,0,3,0,134
444,4,9.217203847815496,42.73159815715519,4,0,1,0,273
445,5,6.448523561285946,65.41090493080664,5,2,3,0,124
446,7,10.532076572706407,64.59777419637365,4,1,2,0,9
447,6,16.01643694633478,94.67324749777441,2,0,1,0,65
448,3,11.107665425550405,51.205905715254865,3,1,2,0,271
449,4,12.23553077234751,15.548032934711188,2,3,2,0,312
450,2,13.45735196388135,57.579238276591234,4,0,2,0,128
451,4,11.085874963022142,54.556396568774446,2,1,3,0,178
452,5,3.7665957599220192,69.13131804713296,2,2,2,1,193
453,9,5.3841510495365705,77.17492419089727,2,1,2,0,307
454,15,8.612907013651387,82.89085105397706,2,1,4,1,70
455,1,9.459649107918217,82.24248067896539,5,2,3,0,148
456,5,9.258150352995877,72.99080986264028,1,1,1,0,82
457,4,6.022883747615466,81.02268226710704,2,1,2,0,287
458,6,11.450473094698818,32.66386659503803,2,0,3,0,250
459,5,14.170284263535297,54.85410805780724,5,2,3,0,243
460,24,5.271468766252742,60.126047623116705,5,1,2,1,18
461,5,13.403725816776497,69.10268364335613,3,2,2,0,359
